### var1 :  el_sc_eta 
### var2 :  el_pt 
  -2.500	  -2.000	 +10.000	 +20.000	0.000	0.001	0.001	0.001	0.000	0.000	0.003	0.001
  -2.000	  -1.566	 +10.000	 +20.000	0.001	0.001	0.006	0.002	0.001	0.001	0.001	0.006
  -1.566	  -1.444	 +10.000	 +20.000	0.029	0.005	0.033	0.008	0.044	0.043	0.067	0.035
  -1.444	  -0.800	 +10.000	 +20.000	0.000	0.001	0.000	0.001	0.000	0.000	0.001	0.001
  -0.800	  +0.000	 +10.000	 +20.000	0.000	0.001	0.000	0.001	0.001	0.000	0.000	0.000
  +0.000	  +0.800	 +10.000	 +20.000	0.000	0.001	0.000	0.001	0.000	0.001	0.001	0.001
  +0.800	  +1.444	 +10.000	 +20.000	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000
  +1.444	  +1.566	 +10.000	 +20.000	0.034	0.005	0.031	0.007	0.035	0.036	0.046	0.032
  +1.566	  +2.000	 +10.000	 +20.000	0.001	0.001	0.000	0.001	0.001	0.001	0.001	0.000
  +2.000	  +2.500	 +10.000	 +20.000	0.000	0.001	0.001	0.001	0.000	0.000	0.001	0.001
  -2.500	  -2.000	 +20.000	 +35.000	0.860	0.001	0.913	0.002	0.861	0.860	0.900	0.912
  -2.000	  -1.566	 +20.000	 +35.000	0.904	0.001	0.910	0.002	0.902	0.921	0.895	0.910
  -1.566	  -1.444	 +20.000	 +35.000	0.881	0.002	0.897	0.003	0.881	0.882	0.876	0.898
  -1.444	  -0.800	 +20.000	 +35.000	0.870	0.001	0.877	0.001	0.870	0.873	0.860	0.877
  -0.800	  +0.000	 +20.000	 +35.000	0.886	0.001	0.886	0.001	0.886	0.886	0.869	0.888
  +0.000	  +0.800	 +20.000	 +35.000	0.876	0.001	0.891	0.001	0.877	0.878	0.870	0.892
  +0.800	  +1.444	 +20.000	 +35.000	0.866	0.001	0.880	0.001	0.867	0.870	0.860	0.880
  +1.444	  +1.566	 +20.000	 +35.000	0.875	0.002	0.899	0.003	0.874	0.876	0.873	0.898
  +1.566	  +2.000	 +20.000	 +35.000	0.886	0.001	0.904	0.001	0.886	0.915	0.882	0.904
  +2.000	  +2.500	 +20.000	 +35.000	0.843	0.001	0.915	0.002	0.844	0.848	0.892	0.913
  -2.500	  -2.000	 +35.000	 +50.000	0.983	0.001	0.988	0.001	0.983	0.983	0.987	0.988
  -2.000	  -1.566	 +35.000	 +50.000	0.990	0.001	0.993	0.001	0.990	0.990	0.994	0.993
  -1.566	  -1.444	 +35.000	 +50.000	0.977	0.001	0.984	0.001	0.976	0.976	0.987	0.984
  -1.444	  -0.800	 +35.000	 +50.000	0.973	0.001	0.979	0.001	0.973	0.973	0.979	0.979
  -0.800	  +0.000	 +35.000	 +50.000	0.971	0.001	0.978	0.001	0.971	0.971	0.978	0.978
  +0.000	  +0.800	 +35.000	 +50.000	0.963	0.001	0.980	0.001	0.963	0.963	0.980	0.980
  +0.800	  +1.444	 +35.000	 +50.000	0.974	0.001	0.979	0.001	0.974	0.974	0.978	0.980
  +1.444	  +1.566	 +35.000	 +50.000	0.979	0.001	0.983	0.001	0.979	0.981	0.982	0.983
  +1.566	  +2.000	 +35.000	 +50.000	0.990	0.001	0.992	0.001	0.990	0.990	0.992	0.992
  +2.000	  +2.500	 +35.000	 +50.000	0.983	0.001	0.988	0.001	0.983	0.983	0.986	0.988
  -2.500	  -2.000	 +50.000	 +90.000	0.990	0.001	0.992	0.001	0.990	0.989	0.992	0.992
  -2.000	  -1.566	 +50.000	 +90.000	0.992	0.001	0.994	0.001	0.992	0.992	0.993	0.994
  -1.566	  -1.444	 +50.000	 +90.000	0.976	0.001	0.982	0.002	0.976	0.974	0.981	0.982
  -1.444	  -0.800	 +50.000	 +90.000	0.977	0.001	0.985	0.001	0.977	0.977	0.984	0.985
  -0.800	  +0.000	 +50.000	 +90.000	0.978	0.001	0.986	0.001	0.978	0.978	0.986	0.986
  +0.000	  +0.800	 +50.000	 +90.000	0.970	0.001	0.988	0.001	0.970	0.970	0.988	0.988
  +0.800	  +1.444	 +50.000	 +90.000	0.978	0.001	0.984	0.001	0.978	0.978	0.986	0.985
  +1.444	  +1.566	 +50.000	 +90.000	0.981	0.001	0.985	0.002	0.981	0.980	0.983	0.984
  +1.566	  +2.000	 +50.000	 +90.000	0.992	0.001	0.995	0.001	0.992	0.991	0.994	0.995
  +2.000	  +2.500	 +50.000	 +90.000	0.990	0.001	0.993	0.001	0.990	0.990	0.991	0.993
  -2.500	  -2.000	 +90.000	+150.000	0.995	0.002	0.994	0.004	0.995	0.995	0.993	0.992
  -2.000	  -1.566	 +90.000	+150.000	0.998	0.001	0.996	0.002	0.998	0.998	0.999	0.996
  -1.566	  -1.444	 +90.000	+150.000	0.962	0.007	0.980	0.010	0.962	0.960	0.959	0.983
  -1.444	  -0.800	 +90.000	+150.000	0.985	0.001	0.993	0.002	0.985	0.984	0.994	0.993
  -0.800	  +0.000	 +90.000	+150.000	0.982	0.001	0.990	0.001	0.983	0.982	0.987	0.990
  +0.000	  +0.800	 +90.000	+150.000	0.975	0.001	0.993	0.001	0.975	0.974	0.993	0.993
  +0.800	  +1.444	 +90.000	+150.000	0.987	0.001	0.995	0.001	0.986	0.986	0.996	0.995
  +1.444	  +1.566	 +90.000	+150.000	0.955	0.007	0.969	0.012	0.955	0.949	0.972	0.971
  +1.566	  +2.000	 +90.000	+150.000	0.998	0.001	0.997	0.002	0.998	0.998	0.999	0.996
  +2.000	  +2.500	 +90.000	+150.000	0.995	0.002	0.992	0.005	0.995	0.995	0.994	0.990
  -2.500	  -2.000	+150.000	+500.000	0.996	0.003	1.000	0.001	0.996	0.996	1.000	1.000
  -2.000	  -1.566	+150.000	+500.000	1.000	0.001	1.000	0.001	1.000	1.000	1.000	1.000
  -1.566	  -1.444	+150.000	+500.000	0.943	0.016	1.000	0.001	0.944	0.948	1.000	1.000
  -1.444	  -0.800	+150.000	+500.000	0.985	0.002	0.993	0.003	0.985	0.984	0.995	0.992
  -0.800	  +0.000	+150.000	+500.000	0.983	0.002	0.992	0.003	0.983	0.983	0.989	0.991
  +0.000	  +0.800	+150.000	+500.000	0.975	0.002	0.991	0.003	0.974	0.974	0.997	0.992
  +0.800	  +1.444	+150.000	+500.000	0.986	0.002	0.997	0.002	0.986	0.985	0.997	1.000
  +1.444	  +1.566	+150.000	+500.000	0.944	0.016	1.000	0.001	0.945	0.945	1.000	1.000
  +1.566	  +2.000	+150.000	+500.000	1.000	0.001	1.000	0.001	1.000	1.000	1.000	1.000
  +2.000	  +2.500	+150.000	+500.000	1.000	0.001	1.000	0.001	1.000	1.000	1.000	1.000
