### var1 :  el_sc_eta 
### var2 :  el_pt 
  -2.500	  -2.000	 +10.000	 +15.000	0.000	0.001	0.002	0.002	0.000	0.000	0.000	0.003
  -2.000	  -1.566	 +10.000	 +15.000	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000
  -1.566	  -1.444	 +10.000	 +15.000	0.002	0.001	0.010	0.010	0.001	0.002	0.000	0.010
  -1.444	  -0.800	 +10.000	 +15.000	0.000	0.001	0.000	0.001	0.000	0.000	0.002	0.000
  -0.800	  +0.000	 +10.000	 +15.000	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000
  +0.000	  +0.800	 +10.000	 +15.000	0.000	0.001	0.000	0.001	0.000	0.000	0.001	0.000
  +0.800	  +1.444	 +10.000	 +15.000	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000
  +1.444	  +1.566	 +10.000	 +15.000	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000
  +1.566	  +2.000	 +10.000	 +15.000	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000
  +2.000	  +2.500	 +10.000	 +15.000	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000
  -2.500	  -2.000	 +15.000	 +20.000	0.000	0.001	0.001	0.001	0.000	0.000	0.005	0.001
  -2.000	  -1.566	 +15.000	 +20.000	0.001	0.001	0.008	0.002	0.001	0.002	0.001	0.008
  -1.566	  -1.444	 +15.000	 +20.000	0.039	0.007	0.040	0.010	0.058	0.057	0.096	0.042
  -1.444	  -0.800	 +15.000	 +20.000	0.000	0.001	0.001	0.001	0.000	0.000	0.001	0.001
  -0.800	  +0.000	 +15.000	 +20.000	0.000	0.001	0.000	0.001	0.001	0.001	0.000	0.000
  +0.000	  +0.800	 +15.000	 +20.000	0.000	0.001	0.001	0.001	0.000	0.001	0.000	0.001
  +0.800	  +1.444	 +15.000	 +20.000	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000
  +1.444	  +1.566	 +15.000	 +20.000	0.046	0.006	0.043	0.010	0.046	0.042	0.060	0.044
  +1.566	  +2.000	 +15.000	 +20.000	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
  +2.000	  +2.500	 +15.000	 +20.000	0.000	0.001	0.001	0.001	0.000	0.001	0.001	0.001
  -2.500	  -2.000	 +20.000	 +25.000	0.321	0.004	0.578	0.008	0.327	0.339	0.572	0.575
  -2.000	  -1.566	 +20.000	 +25.000	0.489	0.004	0.538	0.006	0.481	0.493	0.524	0.539
  -1.566	  -1.444	 +20.000	 +25.000	0.489	0.007	0.529	0.014	0.484	0.590	0.511	0.529
  -1.444	  -0.800	 +20.000	 +25.000	0.398	0.002	0.430	0.004	0.399	0.407	0.408	0.430
  -0.800	  +0.000	 +20.000	 +25.000	0.459	0.002	0.462	0.003	0.462	0.465	0.447	0.462
  +0.000	  +0.800	 +20.000	 +25.000	0.456	0.001	0.483	0.003	0.456	0.472	0.466	0.486
  +0.800	  +1.444	 +20.000	 +25.000	0.387	0.002	0.457	0.004	0.387	0.405	0.440	0.459
  +1.444	  +1.566	 +20.000	 +25.000	0.448	0.007	0.555	0.014	0.443	0.442	0.496	0.550
  +1.566	  +2.000	 +20.000	 +25.000	0.420	0.003	0.539	0.006	0.420	0.452	0.508	0.540
  +2.000	  +2.500	 +20.000	 +25.000	0.295	0.004	0.589	0.007	0.297	0.300	0.555	0.586
  -2.500	  -2.000	 +25.000	 +30.000	0.947	0.001	0.976	0.002	0.948	0.948	0.980	0.976
  -2.000	  -1.566	 +25.000	 +30.000	0.977	0.001	0.983	0.001	0.978	0.981	0.983	0.983
  -1.566	  -1.444	 +25.000	 +30.000	0.945	0.002	0.958	0.004	0.945	0.969	0.950	0.960
  -1.444	  -0.800	 +25.000	 +30.000	0.945	0.001	0.950	0.001	0.944	0.944	0.953	0.950
  -0.800	  +0.000	 +25.000	 +30.000	0.943	0.001	0.942	0.001	0.942	0.942	0.945	0.943
  +0.000	  +0.800	 +25.000	 +30.000	0.933	0.001	0.945	0.001	0.933	0.934	0.943	0.945
  +0.800	  +1.444	 +25.000	 +30.000	0.943	0.001	0.948	0.001	0.943	0.953	0.952	0.947
  +1.444	  +1.566	 +25.000	 +30.000	0.934	0.003	0.958	0.004	0.934	0.934	0.939	0.959
  +1.566	  +2.000	 +25.000	 +30.000	0.970	0.001	0.975	0.001	0.969	0.975	0.974	0.976
  +2.000	  +2.500	 +25.000	 +30.000	0.929	0.001	0.979	0.002	0.930	0.930	0.976	0.979
  -2.500	  -2.000	 +30.000	 +50.000	0.981	0.001	0.988	0.001	0.981	0.981	0.987	0.988
  -2.000	  -1.566	 +30.000	 +50.000	0.989	0.001	0.992	0.001	0.989	0.989	0.993	0.992
  -1.566	  -1.444	 +30.000	 +50.000	0.975	0.001	0.983	0.001	0.975	0.978	0.985	0.983
  -1.444	  -0.800	 +30.000	 +50.000	0.971	0.001	0.977	0.001	0.971	0.971	0.977	0.977
  -0.800	  +0.000	 +30.000	 +50.000	0.969	0.001	0.975	0.001	0.969	0.969	0.975	0.975
  +0.000	  +0.800	 +30.000	 +50.000	0.960	0.001	0.977	0.001	0.960	0.960	0.977	0.977
  +0.800	  +1.444	 +30.000	 +50.000	0.973	0.001	0.978	0.001	0.973	0.973	0.976	0.978
  +1.444	  +1.566	 +30.000	 +50.000	0.978	0.001	0.981	0.001	0.979	0.980	0.979	0.982
